SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZID
TMCC1	-0.0127444499917078	9.01984065364966	-0.203152862197411	0.839155220726648	0.930805463942117	-6.30040339296278	23023
CAV3	-0.0335549756734119	7.76856794488775	-0.203073887715502	0.839216890413646	0.930805463942117	-6.30041897511103	859
HMGN5	-0.0287767276674781	7.17482823594218	-0.20293362062391	0.839326424792298	0.930828907906763	-6.30044663573375	79366
FAM50B	-0.0198049541578546	8.78887432363605	-0.20286398581747	0.839380803678788	0.930828907906763	-6.30046036059663	26240
C1orf105	-0.0280544197640167	8.45882745755783	-0.202506725418277	0.83965980590859	0.931004844479055	-6.30053070175844	92346
GCLC	0.0209911258591861	9.10334853245919	0.202477975915581	0.839682258691134	0.931004844479055	-6.3005363568724	2729
STK16	0.0315971188779765	7.86651226001701	0.202368816347143	0.839767511309403	0.931020200660089	-6.30055782157943	8576
CPA4	0.0200180576946369	8.94222874557143	0.201987767031367	0.840065122120793	0.931246486871996	-6.30063265891319	51200
MT3	0.0274891762941804	7.78645202864966	0.201862298477361	0.84016312181226	0.931246486871996	-6.3006572698309	4504
ZNF334	0.0468749370501331	4.98462719829932	0.201833163474146	0.840185878638098	0.931246486871996	-6.30066298253514	55713
FGF16	0.035653704968353	6.98735087947959	0.201453474575986	0.840482459060794	0.931403116635089	-6.3007373554257	8823
ATP9A	-0.0367059937762646	9.73870167794218	-0.201402612611839	0.840522189797141	0.931403116635089	-6.30074730755747	10079
MAGEA3	-0.067516744124534	7.14742124955442	-0.201374477149326	0.840544167940998	0.931403116635089	-6.3007528117283	4102
VAV1	0.0200309395469	8.41227952762585	0.201251509077393	0.840640226472783	0.931403116635089	-6.30077685908226	7409
NREP	0.029258743226398	10.8981981813503	0.201195022015236	0.840684353069895	0.931403116635089	-6.3007879006404	9315
CENPS	0.0177730378012931	8.87413578698639	0.20097792715627	0.84085394804347	0.931511863087409	-6.30083030745618	378708
CPT2	-0.0204419904081401	7.85602812871089	-0.20081986131347	0.840977434092717	0.93156951517585	-6.30086115488402	1376
SSX2B	0.0374208670154431	4.93398617435374	0.200633888515004	0.841122726975851	0.931651311335213	-6.30089741744169	727837
GOLGA2P5	-0.0378051678917458	6.44877481284694	-0.200480319748013	0.841242708024802	0.931705059877295	-6.30092733626672	55592
HRG	-0.035486999395892	7.80398553109183	-0.200030788434584	0.841593941607703	0.931850568514204	-6.30101478394608	3273
HSPA1L	0.0369511851710154	6.02233504381973	0.200006129582706	0.841613209296133	0.931850568514204	-6.30101957517413	3305
SLC6A5	-0.0329633004485356	6.32047273082313	-0.199995590557263	0.841621444204096	0.931850568514204	-6.30102162273225	9152
SMAD9	-0.0209572817518448	4.46419566579592	-0.199946305552927	0.841659954397713	0.931850568514204	-6.3010311965608	4093
HYAL2	0.0110081887375429	9.32147845920748	0.199584855378563	0.841942395061491	0.932011479978526	-6.30110133775675	8692
AOAH	-0.0445516051003422	6.02812938368027	-0.19957736375704	0.841948249303402	0.932011479978526	-6.30110279020091	313
NRXN3	-0.0194172351100799	4.50624215119047	-0.199388470534246	0.842095860652037	0.932045560037356	-6.30113939401361	9369
OSBPL10	0.0227920453537465	8.48261045147279	0.199245421607403	0.842207650507738	0.932045560037356	-6.30116709104137	114884
IL2RA	-0.0225320033049827	8.32052588578231	-0.19903591795203	0.842371379164009	0.932045560037356	-6.3012076191197	3559
ZNF544	0.013812735131609	9.91067414312585	0.199011544082664	0.842390427968132	0.932045560037356	-6.30121233142976	27300
AMOTL2	0.0208188567795361	9.28083097927551	0.198907214667658	0.842471965129577	0.932045560037356	-6.30123249538587	51421
SFRP5	0.0346340207883606	4.52466596188775	0.198871828145751	0.842499621345006	0.932045560037356	-6.3012393322095	6425
ZGPAT	0.0173442517093951	8.26133917404761	0.198847124692057	0.84251892836067	0.932045560037356	-6.301244104299	84619
EBLN2	0.0371818140320274	5.7428034444864	0.198806233614428	0.842550887043509	0.932045560037356	-6.30125200213018	55096
CAPN5	0.0195251596282997	8.10214454103401	0.198368967231316	0.842892651663291	0.932202220521846	-6.30133635560853	726
TNFSF4	-0.0284315742003042	8.06978818798299	-0.198318742879277	0.842931908602406	0.932202220521846	-6.30134603254781	7292
ZNF208	-0.0416784494423736	5.1189184065102	-0.198277728867864	0.842963966739501	0.932202220521846	-6.30135393307463	7757
EN2	-0.0363589863343476	6.09262373678572	-0.198221553882952	0.843007875704101	0.932202220521846	-6.30136475140787	2020
EDDM3A	-0.0329741333523773	7.48409529763606	-0.19814876329685	0.843064772920151	0.932202220521846	-6.30137876506099	10876
ARHGAP28	-0.0341852241017877	6.55193261562585	-0.198076235756747	0.843121465343518	0.932202220521846	-6.30139272295474	79822
NCBP2	0.0143304281311525	10.1129947922925	0.197869316182847	0.843283212146391	0.932302001286823	-6.30143251645985	22916
UNC13B	0.0189102675816661	9.42346718103742	0.197714156885622	0.843404502857629	0.932357042200985	-6.30146232846603	10497
ZNF227	0.0381227313875238	6.79074980803062	0.197589652151018	0.84350183306579	0.932385588449037	-6.30148623365653	7770
PDCL	0.0175777771907949	8.53142468588776	0.197231596854705	0.843781752241998	0.932615941975368	-6.30155489718348	5082
ARHGAP25	-0.0259603707640927	9.16251737189116	-0.197094222572704	0.84388915347815	0.932655591812306	-6.30158120811869	9938
CYP2C19	-0.0332444269367822	7.74463031258503	-0.196826905835511	0.844098153999107	0.932738082959844	-6.30163235406086	1557
C4BPB	0.0298305869403576	5.34117875665646	0.196758522422136	0.844151621069843	0.932738082959844	-6.30164542677131	725
BBLN	0.0135591242041081	10.3084939833231	0.196724276984759	0.844178396886964	0.932738082959844	-6.30165197169152	79095
CD99	-0.0209386452373526	12.0905748706497	-0.196542444142831	0.844320571351247	0.932739308940202	-6.30168670414598	4267
AASS	-0.0538820472834535	5.20937596283333	-0.196539880855317	0.844322575613253	0.932739308940202	-6.30168719353799	10157
ZNF230	-0.0359123261074933	6.40734847477211	-0.196128952397025	0.844643898072897	0.933015231021053	-6.3017655669546	7773
DBR1	0.0162239729804488	8.1182443634966	0.195233606476273	0.845344097081094	0.93358172688529	-6.30193576189727	51163
ZSWIM1	-0.014035539410346	8.25843151315307	-0.195204192086541	0.845367102485081	0.93358172688529	-6.3019413400254	90204
ATP10A	-0.0218783331120578	7.9896713489932	-0.19519852431577	0.845371535342789	0.93358172688529	-6.30194241476169	57194
HMGCR	-0.0235489068666411	8.62574716542857	-0.194822863762166	0.845665356668253	0.933701900596399	-6.30201357885681	3156
USP33	-0.0127249729684291	10.1187392626327	-0.19479080653914	0.845690431090373	0.933701900596399	-6.30201964534169	23032
CDC42BPB	0.0422339758740203	7.60766295681632	0.194571950650412	0.845861619325704	0.933701900596399	-6.30206103480101	9578
TFPT	0.0236372920898441	8.72369881101701	0.194567933901219	0.845864761279862	0.933701900596399	-6.30206179400352	29844
KMT2D	0.0321628507945225	6.16084961988436	0.1945290540415	0.845895173745871	0.933701900596399	-6.30206914184443	8085
ZNF200	-0.0140152502693039	8.62875939316327	-0.194510093936828	0.845910004735429	0.933701900596399	-6.30207272455099	7752
AGXT	0.0348616164524914	6.7876218857347	0.194380085241616	0.846011701727892	0.933735109093447	-6.30209728162522	189
OTOR	-0.0242866486488398	7.14204837887415	-0.194173971336366	0.846172935952561	0.933834017087215	-6.30213618041463	56914
IQSEC2	0.03346105756744	6.60923110601361	0.193970765722012	0.846331901481465	0.933854827900276	-6.30217448994881	23096
EMC9	0.0522621088125524	7.23285861810545	0.193940559845413	0.846355531745078	0.933854827900276	-6.30218018111724	51016
HTR1A	-0.0255722592178013	5.37964411359184	-0.193861235294924	0.846417588544029	0.933854827900276	-6.30219512264487	3350
BRINP1	-0.0287258112251045	8.14322738077551	-0.193706242511977	0.846538844511481	0.933854827900276	-6.30222429936296	1620
PAMR1	-0.0286869911728412	6.01118597621428	-0.193682731902439	0.846557237956059	0.933854827900276	-6.30222872309519	25891
MPDU1	-0.0412993493141118	8.42809685245579	-0.193557117618286	0.846655513283193	0.933854827900276	-6.3022523494544	9526
CHRNA10	-0.0199626386666412	7.52238260194218	-0.193509031984726	0.84669313409288	0.933854827900276	-6.30226138966025	57053
ZBTB3	-0.0292641411631038	6.50363525645919	-0.193340159703594	0.846825257665964	0.933921554149243	-6.30229312023293	79842
TERT	0.0304710019752758	5.89823568817347	0.192869070410289	0.847193854936757	0.934180415480916	-6.30238149004203	7015
C22orf31	-0.0415074874233549	6.177864555	-0.192717461998942	0.847312485981924	0.934180415480916	-6.30240988383227	25770
FAM3A	-0.0185705886231264	8.4864872250238	-0.19262622239469	0.847383881121904	0.934180415480916	-6.30242696076726	60343
MEPCE	0.0129685992617726	9.93426982158503	0.192617877831836	0.847390410818865	0.934180415480916	-6.30242852218068	56257
PBXIP1	-0.015626000195968	9.81053037861225	-0.192524372846454	0.847463580047399	0.934180415480916	-6.30244601397155	57326
ARHGEF6	-0.0201501643454545	9.54896543243196	-0.192490804061765	0.847489848510143	0.934180415480916	-6.30245229154567	9459
PPFIA3	-0.018815274032636	8.68601525764286	-0.192293209362315	0.847644475044115	0.934271877438733	-6.30248922081889	8541
AP3D1	-0.0128231272400154	10.9175633933469	-0.191955518880824	0.847908746324458	0.934427940848602	-6.30255224538493	8943
TAPBP	0.0199426198383415	11.2520199559218	0.191929133124101	0.847929396128588	0.934427940848602	-6.30255716520269	6892
GRAP2	0.0220576044361355	4.580533176017	0.191754073333333	0.848066402640152	0.934499942873738	-6.3025897892596	9402
NPLOC4	0.0143943806563713	10.002255598966	0.191583685231477	0.848199757393154	0.934567909130415	-6.30262151412114	55666
RGSL1	-0.0306893428432103	7.23968670495919	-0.191269253326102	0.848445859919514	0.934738991679008	-6.30267998472831	353299
RAB4A	-0.019031583284899	9.26632925644218	-0.191202121507302	0.848498405208431	0.934738991679008	-6.30269245587742	5867
C4BPA	0.0264312524474706	8.26569520602721	0.190854517474206	0.848770491990611	0.934891201939284	-6.30275696064273	722
DIO3	0.0268841844375808	7.30063380066667	0.190842407342927	0.848779971512942	0.934891201939284	-6.30275920580051	1735
TLE2	-0.0220375311459868	9.78174379491836	-0.190691408561798	0.848898171607579	0.934942415710045	-6.30278718825916	7089
BMP15	0.0190279940183339	8.23966101979932	0.190554322500554	0.849005483943694	0.934981630501844	-6.30281257329402	9210
NBPF14	-0.014906179042982	11.7356935012245	-0.190306749163342	0.849199293946133	0.935116087641553	-6.30285837166632	25832
PPP2R5D	0.0158817618305821	10.4235755078265	0.190144546982935	0.849326277066718	0.935135071141705	-6.30288834502852	5528
RRH	-0.0260386618015975	7.79794593870068	-0.190046948197978	0.849402686060721	0.935135071141705	-6.30290636800803	10692
LZTR1	-0.0128356005934576	9.36371740854081	-0.189949294773024	0.84947913925485	0.935135071141705	-6.3029243918188	8216
DHX35	0.0307161032022063	7.01208035907142	0.18985920085562	0.849549675346997	0.935135071141705	-6.30294101216385	60625
AAK1	0.0158245950632182	8.93200026453062	0.189826695263497	0.849575124836616	0.935135071141705	-6.30294700679509	22848
TRAV9-2	-0.0298250482910611	6.91566329910884	-0.18966335129969	0.849703013539702	0.935196893183437	-6.30297711490285	28677
SYT5	-0.01788471420814	7.34610847772109	-0.189411558436433	0.849900160306861	0.935281995390554	-6.30302347545054	6861
OLFM1	-0.0233753482823127	8.0393430912687	-0.189381373336588	0.849923795028965	0.935281995390554	-6.30302902905145	10439
LOC101929550	0.0317125939775581	8.12184894960204	0.18904512551152	0.850187083884976	0.935433078404254	-6.30309083372416	101929550
APC2	-0.0329147493622668	6.18450815935034	-0.18899356401602	0.850227459065625	0.935433078404254	-6.30310030137323	10297
VEZT	0.024898684431723	7.0551879239966	0.18893117532019	0.850276313003085	0.935433078404254	-6.30311175364542	55591
CDKL3	-0.0379164842421452	7.06728658509184	-0.188816428546694	0.850366167835327	0.935453004505596	-6.30313280706677	51265
SMPDL3A	-0.0239502508190187	8.45645313910204	-0.188621674784819	0.850518678263269	0.935541846286044	-6.30316851067976	10924
TCF15	-0.0312192784748574	5.24479467902721	-0.18777604776734	0.851180948499325	0.936191344368005	-6.30332310968814	6939
GPATCH4	-0.0240965279575504	8.28801421930612	-0.187548760048042	0.85135897157358	0.936308167202085	-6.30336454440869	54865
TRPV4	0.0225454297492584	6.90466606179592	0.187399406410553	0.851475956935003	0.936357847893692	-6.30339174437195	59341
ETV3	-0.0223135413834158	4.43151582896939	-0.187285893094322	0.851564871572231	0.936363576720922	-6.3034124026834	2117
FBXW12	0.0195928826206921	10.3132493285816	0.187139245519517	0.851679742981424	0.936363576720922	-6.30343907257881	285231
SLC5A7	0.0389953626858882	5.93207902904762	0.187117720647148	0.851696604027159	0.936363576720922	-6.30344298541755	60482
ANGPT2	0.0439159081690376	5.44773672848299	0.186978508521869	0.851805654495758	0.936396224149581	-6.30346828083876	285
UBR5	0.0140190993437809	10.5357358470272	0.186896457747228	0.851869929508576	0.936396224149581	-6.30348318098931	51366
JUND	0.0151562034271585	12.6788583343878	0.186711083358634	0.852015147392685	0.936476903553335	-6.30351682029509	3727
FBXL14	-0.0137124111605934	9.13989401910204	-0.186542492375318	0.852147221935193	0.936543124309928	-6.30354738499106	144699
TM6SF2	-0.025869907313275	6.6606361584932	-0.186283240503563	0.852350328544652	0.936618398944158	-6.30359433218737	53345
HEYL	0.0177349277189806	5.54869354712245	0.186271690547783	0.852359377396379	0.936618398944158	-6.30359642221773	26508
MCF2L2	0.0545150756136935	3.68521539339455	0.185621321536123	0.85286894266707	0.937099363228779	-6.30371390115287	23101
PKP1	-0.0278438347866869	7.50504553760205	-0.185474245848985	0.852984185292466	0.93711371568543	-6.3037404111097	5317
ABCG5	0.0393310127820465	4.56851684310884	0.185358453555999	0.853074917720701	0.93711371568543	-6.30376126754676	64240
DRG2	-0.0177018958241159	8.63813970672789	-0.185329487472844	0.853097615245499	0.93711371568543	-6.30376648286377	1819
SMG8	-0.0127091517472803	9.76539357294559	-0.185123023618497	0.853259401737866	0.937212479088538	-6.30380363288973	55181
CNPY3	0.03567650172461	8.08904876004082	0.184830422324522	0.853488696743528	0.937385370353678	-6.30385621112532	10695
LMAN2L	0.032039309100875	9.12977337936394	0.184444860440783	0.853790858675811	0.937559205130565	-6.30392536670255	81562
NOMO2	-0.0136375778044883	12.2083011173469	-0.184435112386839	0.853798498431573	0.937559205130565	-6.30392711327252	283820
CDH15	-0.0328369669969569	7.08599142807143	-0.184287853515418	0.853913909995374	0.937559205130565	-6.30395348658547	1013
C3AR1	0.0240736282417648	9.05512259334013	0.184054542451046	0.854096769891914	0.937559205130565	-6.30399522829024	719
CLDN9	-0.0236123590088244	7.82351356279931	-0.184032725150302	0.854113869824054	0.937559205130565	-6.30399912892266	9080
USP21	0.0139322420656526	9.51533949278571	0.183960446828396	0.85417052051378	0.937559205130565	-6.30401204798687	27005
VNN2	-0.0726172620769116	7.01667899705103	-0.183908520432353	0.854211220128702	0.937559205130565	-6.30402132620558	8875
FGL2	0.0331259158576645	9.33409980769048	0.183894502985873	0.854222206990652	0.937559205130565	-6.30402383039683	10875
CYP2A7P1	-0.0336119823567136	5.90524252909184	-0.183703052777602	0.854372268335103	0.937644979952985	-6.30405801352503	1550
VCPIP1	-0.036107618896995	6.36284815915986	-0.183516458735669	0.854518528443893	0.937673068165079	-6.30409129533776	80124
TSSC4	0.0342677640069986	7.29791247762585	0.183486913172049	0.854541687936624	0.937673068165079	-6.30409656212585	10078
TAS2R3	-0.0145136742807911	3.58016468296939	-0.183038867359162	0.854892907147988	0.937979520052391	-6.3041763267998	50831
MS4A6A	-0.024642410627615	9.73747606285034	-0.182807993166879	0.855073898703588	0.938013978410251	-6.30421735274105	64231
CD5L	-0.0338383087949789	6.33981709493198	-0.182457915059236	0.855348353615925	0.938013978410251	-6.30427946224854	922
KCNA4	0.0275191906160516	6.14511665814285	0.182450161590283	0.855354432394728	0.938013978410251	-6.30428083649179	3739
OR7E19P	0.0311167565107645	4.82992380753061	0.182299022188181	0.855472928561631	0.938013978410251	-6.30430761313704	26651
UPK1B	-0.0206029077770254	8.1603381147449	-0.182244207463797	0.855515905158034	0.938013978410251	-6.30431731891752	7348
BDKRB1	-0.0219897003369342	7.43409957359524	-0.182242534926389	0.855517216490659	0.938013978410251	-6.30431761501982	623
CAP1	-0.0136978024092811	12.5009646996259	-0.18219059354399	0.855557940699745	0.938013978410251	-6.30432680925432	10487
HBEGF	0.0246160442745531	7.06861073394898	0.182140488667916	0.855597225377693	0.938013978410251	-6.30433567592274	1839
NGDN	0.0119964850203881	10.1572467756837	0.18198789139779	0.855716871330108	0.938013978410251	-6.30436266484858	25983
SEMG1	-0.0411152749376949	5.93344795870748	-0.181915723871634	0.855773456415765	0.938013978410251	-6.30437542079126	6406
HP	-0.0304321602578167	7.05859019812585	-0.181778695016046	0.855880899998074	0.938013978410251	-6.30439962735228	3240
AGBL3	0.0473120444553824	3.43546127746939	0.181686919754996	0.855952861983909	0.938013978410251	-6.30441582953215	340351
ONECUT2	0.0238545576426017	7.15459813754422	0.181663738712102	0.855971038683611	0.938013978410251	-6.3044199206637	9480
RANBP3	0.0194969666508179	8.61012179988775	0.181538797293101	0.856069008965326	0.938013978410251	-6.30444196209883	8498
PILRB	-0.0297987899476606	9.23696611214966	-0.181531131269484	0.856075020194997	0.938013978410251	-6.30444331400028	29990
DR1	-0.0108537070705208	9.84553899588436	-0.181406030103277	0.856173118109864	0.938013978410251	-6.30446536749558	1810
STARD3	0.0271045072253327	7.57777752163605	0.181395363689819	0.856181482267299	0.938013978410251	-6.30446724712412	10948
FNDC8	-0.0272257397537467	4.68400177090136	-0.181347242575181	0.856219217044161	0.938013978410251	-6.30447572562242	54752
HEATR1	0.0147240396970712	10.4259056319252	0.180788981038529	0.856657008971366	0.938414747540758	-6.30457392178814	55127
GOLGA8A	-0.0237553563183718	9.86986045443877	-0.180627842672725	0.856783382860847	0.938442930961402	-6.30460220914513	23015
MLLT11	-0.023413937300114	9.51731923087074	-0.180547017718044	0.856846771786328	0.938442930961402	-6.30461638822673	10962
VWA7	-0.0295026452948648	5.81687811523469	-0.180480866759317	0.856898652966213	0.938442930961402	-6.30462798833514	80737
SOX21	-0.0258049008965386	7.34890588554082	-0.180380459757937	0.856977401821082	0.938450352090794	-6.30464558739799	11166
CSF2RB	0.0310539984310384	9.27923167157143	0.179972894366428	0.85729706859586	0.93872157183586	-6.3047169238015	1439
TBXA2R	-0.0225388056139977	9.19212185376872	-0.179829522549579	0.85740952536477	0.938765874652047	-6.30474197989485	6915
CAPN2	0.0202284823248383	12.4929818950204	0.178989443600578	0.858068517746761	0.939358669611291	-6.30488839343883	824
ACSL5	0.0151358988527197	8.67595227405102	0.178955646900843	0.858095031347503	0.939358669611291	-6.30489426937001	51703
ADGRL3	0.0344642261497907	6.70284426829592	0.178750377648704	0.858256069076132	0.939440684138538	-6.3049299338764	23284
CYP3A43	-0.0215746391693419	8.1307863345068	-0.178676475928736	0.858314047867352	0.939440684138538	-6.30494276391201	64816
MTUS2	-0.0342091446616203	4.56440946905102	-0.178494260224248	0.858457006499002	0.939518290057116	-6.30497437561414	23281
RPS21	0.0148668812689235	14.8059902929252	0.178313041018883	0.858599187946905	0.939595032449828	-6.30500578245542	6227
NSMAF	0.0159091816275391	9.63750462029252	0.178206170313487	0.858683039011273	0.939607934346088	-6.30502428911331	8439
SFI1	-0.0160494706313428	8.70904783480612	-0.177526507493265	0.859216341881002	0.940057644571339	-6.30514172582178	9814
GCFC2	0.0142491653521492	8.42491742957823	0.177451174901264	0.859275456180939	0.940057644571339	-6.30515471467348	6936
LINC00667	-0.0153442287149485	8.32561173842858	-0.177406765736819	0.859310304904194	0.940057644571339	-6.30516236912297	339290
TLR3	0.024662112030506	7.39417317181973	0.177171969078689	0.859494558922593	0.940180331693934	-6.30520280729385	7098
GYS2	-0.0372816115710155	4.31749698771769	-0.176380136680747	0.860115997069554	0.940781183272369	-6.30533878693049	2998
ATP1A2	-0.0324728386068466	6.49099667779251	-0.176172769908052	0.860278755033287	0.940842580370377	-6.30537429695044	477
RCOR3	-0.0203319368191708	8.57683335252381	-0.176092177542833	0.860342011952302	0.940842580370377	-6.30538808652469	55758
CELA2B	0.0256074498710537	6.63141385073129	0.17595128447073	0.860452601038252	0.940842580370377	-6.30541217856086	51032
KCNQ1	0.0228782669402054	6.24610841052041	0.175940897594039	0.860460753962478	0.940842580370377	-6.30541395390361	3784
PDXDC2P-NPIPB14P	-0.0235511353208824	8.19948778764965	-0.175666742445075	0.860675950727321	0.940959961473111	-6.30546077508965	283970
IL13	0.0255826539391404	6.15183087587756	0.17562026172765	0.860712436574108	0.940959961473111	-6.30546870599362	3596
ZNF35	0.0131659920872575	8.31393817042517	0.175161074997725	0.861072899221666	0.941200226988397	-6.30554694327077	7584
IGF2-AS	-0.0199097883879041	5.13402352154762	-0.175112078888883	0.861111362999504	0.941200226988397	-6.30555527924761	51214
C2CD3	-0.0126665075399014	8.93548105674149	-0.175064439499308	0.861148762019447	0.941200226988397	-6.30556338216273	26005
FANCC	0.0144991170106504	9.40235697965646	0.174702022256413	0.861433285763896	0.941432286738365	-6.30562495302062	2176
RDH5	0.0280556043101561	6.36818603378571	0.174569970275734	0.861536960612778	0.941466680307577	-6.30564735554724	5959
TYK2	0.0161596284412325	9.016595100483	0.174449169835552	0.861631803905832	0.941491418011242	-6.30566783442477	7297
FAM184A	0.0216790255834918	8.07841691262245	0.174277676088112	0.861766451161475	0.941559641083833	-6.30569688281941	79632
C15orf39	-0.0114717096099658	8.89625939681292	-0.173789622165963	0.862149665763807	0.94189941281058	-6.30577939530457	56905
MED24	0.0123793476725753	9.29228880430612	0.17347683086045	0.862395283229717	0.942031386997172	-6.30583215549485	9862
LAIR1	0.017541969877596	9.46568847877212	0.173437719112593	0.862425996432325	0.942031386997172	-6.30583874599968	3903
BLZF1	0.0288968691309243	6.70493688218367	0.173301959892948	0.862532605420002	0.942031386997172	-6.30586161050777	8548
FKBP5	0.0527437314913654	4.9642428977619	0.173232015665939	0.862587532198599	0.942031386997172	-6.30587338349678	2289
ZNF143	0.0104059924392544	8.64402330429932	0.173175770241339	0.862631701874855	0.942031386997172	-6.30588284726115	7702
CDA	0.0437033015004185	6.34591806459524	0.172906549888665	0.862843127283871	0.942183362922233	-6.30592810329205	978
PTGDR2	0.0305749525806769	7.05941105214626	0.172462392242089	0.863191956857664	0.942380760984133	-6.30600261246973	11251
CDK20	0.0161504778614682	8.19177417287415	0.172421936440817	0.863223731098544	0.942380760984133	-6.30600938956735	23552
NCOA3	0.01369797766124	9.47825119523469	0.172289006030063	0.863328137045057	0.942380760984133	-6.30603164668573	8202
DCLRE1A	0.0315346116819322	7.20487921890816	0.172149241631837	0.863437913115974	0.942380760984133	-6.3060550295398	9937
GPR68	-0.0209521896582732	6.91722265885034	-0.172071105817807	0.863499284997477	0.942380760984133	-6.30606809354446	8111
ACO1	0.0163254484351463	9.82923507905442	0.172047775328317	0.863517610122722	0.942380760984133	-6.30607199316212	48
STK17A	0.0215533946297452	9.06435779376871	0.171970155240485	0.863578577991541	0.942380760984133	-6.30608496330943	9263
TMX2-CTNND1	-0.0124300226084443	10.3153128831156	-0.171940215646078	0.863602094715807	0.942380760984133	-6.30608996458646	100528016
SLC18A3	-0.0255716071202738	5.69017184544898	-0.171483232787225	0.863961057189427	0.942693575288112	-6.30616619349632	6572
IGFBP1	0.0364113926184863	5.78841902919048	0.171233227062419	0.864157449968503	0.942828967462079	-6.30620781089726	3484
OR7A10	-0.0312225734197792	5.75847204931633	-0.170915797205095	0.864406820138513	0.943022132512222	-6.3062605646385	390892
CIDEB	0.0151304613517688	9.30026990624149	0.170797188006859	0.864500001991003	0.943032671292342	-6.30628025121281	27141
KLHL22	-0.0107928812812476	9.18160316152381	-0.170719382866868	0.864561128355599	0.943032671292342	-6.30629315777025	84861
C3orf36	-0.0320843106883986	5.11672389943198	-0.170564975329407	0.864682438581424	0.9430714647847	-6.30631875395813	80111
FKBP1A	-0.0125896097877519	11.5725904137687	-0.17048999536018	0.864741347723436	0.9430714647847	-6.30633117505961	2280
ZDHHC4	0.0233195030864968	8.93244557949661	0.170335914033198	0.864862406409627	0.943124606270396	-6.30635668286759	55146
TSPAN14	-0.0164284198716622	9.84095100152722	-0.169754175870803	0.865319495424557	0.943480333635665	-6.30645278040273	81619
SSPN	-0.0293758400784326	7.97663959817347	-0.169736567517037	0.865333331539912	0.943480333635665	-6.30645568400791	8082
SPACA1	-0.0214802667497907	4.41470124870068	-0.169588440607153	0.865449726857425	0.943528343519562	-6.30648009810939	81833
CEBPE	0.0256957562908331	7.26700544871089	0.169122376316824	0.86581597046502	0.943829310465963	-6.30655677526008	1053
GFM1	0.0329293450740204	5.97015158359184	0.169052913371785	0.865870558462601	0.943829310465963	-6.30656818527658	85476
TRBV16	0.0239857181390643	7.69240300585714	0.168524317943324	0.866285980356025	0.944203201359376	-6.30665485909125	28571
ZNF80	0.0403768050208444	4.79964024538435	0.168369297406806	0.866407817674172	0.944257065751716	-6.3066802263508	7634
PAX1	-0.022565828140966	7.92284613164286	-0.167882819425865	0.866790182380646	0.944594833937421	-6.30675968110978	5075
RAI1	0.0316213132233548	5.40092678864286	0.167722063754154	0.866916540921727	0.944644805094724	-6.30678588624714	10743
ZXDA	-0.0177122608510461	7.15464777606462	-0.167640144909758	0.866980932783845	0.944644805094724	-6.30679923036482	7789
MYH15	-0.023966241164245	6.77312778629252	-0.167221551026743	0.867309980069426	0.944924367490412	-6.30686731520198	22989
DOCK5	-0.0249466458955493	7.83647586830272	-0.16657061002263	0.867821716117234	0.945402903872722	-6.30697285350006	80005
DDX23	0.0321889975159378	8.66440400968368	0.166239674659376	0.868081901691025	0.945506174039685	-6.30702635087694	9416
KRT9	0.02606711164496	7.44082994405102	0.166235455484495	0.868085218952526	0.945506174039685	-6.30702703224122	3857
CAPN3	0.0139137761597566	8.41021914042177	0.166008806243951	0.868263421868923	0.945506174039685	-6.30706360893707	825
DSPP	0.0196529808310384	6.52213109414286	0.165909608753264	0.86834141799152	0.945506174039685	-6.307079601749	1834
INHBE	0.0327412103627236	5.90867937803401	0.165894757466145	0.868353095240609	0.945506174039685	-6.30708199527978	83729
MAP4K1	-0.0150115185251425	8.6366530624864	-0.165815426521129	0.868415471952998	0.945506174039685	-6.30709477714641	11184
AIF1	0.0457504178801826	9.24082747630953	0.16580444362718	0.868424107699921	0.945506174039685	-6.30709654623753	199
PPP6R2	-0.0171852446013693	8.44951983679933	-0.165471529340974	0.868685882576242	0.945576484083567	-6.30715011545814	9701
TLN2	0.0207105045815139	8.34594644501361	0.165449268760102	0.868703386879771	0.945576484083567	-6.30715369356747	83660
ADARB1	0.0162863709348042	8.56404474726531	0.16544563654627	0.868706243027613	0.945576484083567	-6.30715427735464	104
DYRK1B	-0.0290046132448079	6.58497444939115	-0.165182627034025	0.868913061981876	0.945722655691292	-6.30719651547188	9149
MTMR7	-0.0271698916442753	7.13700063831292	-0.165020118694619	0.86904085580141	0.945782799331824	-6.30722257998156	9108
CELF2	-0.0245891831344238	10.1322235581905	-0.164800860261763	0.869213282386607	0.945891503007759	-6.30725770591739	10659
GRAMD1C	0.0354841178446557	6.23232848077551	0.164678121399195	0.869309807939375	0.945917598741676	-6.3072773487093	54762
RBP3	-0.0277599308412323	5.71789784191837	-0.164414692923546	0.86951698266504	0.946035500293544	-6.30731945767966	5949
BIN3	-0.0114293349800683	9.20440665222789	-0.164355839478698	0.869563269500585	0.946035500293544	-6.30732885617555	55909
PDIA3	-0.0146853111084061	12.1488282966667	-0.164054836913545	0.869800007884227	0.946162163992357	-6.30737687164032	2923
ZNF236	-0.0161121465642446	9.36023252370408	-0.164023287150195	0.86982482243856	0.946162163992357	-6.30738189931458	7776
