SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZID
MREG	-0.514664986173982	9.90622924054081	-4.27197522698898	2.61468861760563e-05	0.000792858718254881	2.27378679667709	55686
SNRPA1	0.589023908893038	9.88031673334353	4.27126570286859	2.62253572517916e-05	0.000793393116487496	2.27101870310105	6627
GPX7	0.517811890734499	8.82113582447959	4.27025815050049	2.63371761803488e-05	0.000794931574573075	2.2670885957088	2882
RPH3AL	-0.424424804955344	8.0424362072585	-4.2669503903695	2.67074865820006e-05	0.000804246922731422	2.25419192345542	9501
ASS1	0.81100023753914	10.5577067217551	4.26467294299579	2.69653384918857e-05	0.000808647222427997	2.24531746503396	445
CMC2	0.532461638007988	9.81434503273129	4.26456474900875	2.69776471935102e-05	0.000808647222427997	2.24489597265575	56942
MCUR1	0.455031480987828	9.90967492756804	4.26225201452499	2.72420434540375e-05	0.000814699551828429	2.2358884814861	63933
CKAP2	0.412496391180372	9.15777125121088	4.25970821447947	2.7535715026404e-05	0.000819897052057726	2.22598601901064	26586
TMBIM4	-0.430563455642906	10.6676405274218	-4.25965751292224	2.75415989570737e-05	0.000819897052057726	2.22578870174075	51643
POLR2M	-0.289061000832408	9.32216798084354	-4.25725551241808	2.7821732737028e-05	0.000826349824961521	2.21644311059679	81488
SLC67A1	-0.553515826447394	9.35229764345919	-4.25568075000177	2.80068651484442e-05	0.000829957987887646	2.21031861814989	5002
DDX18	0.304224387189654	10.5888686067959	4.25496626707363	2.80912489372589e-05	0.000830570963476005	2.20754054263543	8886
RRP1B	0.400955536099049	10.1674022391361	4.25181786592427	2.84659924009428e-05	0.0008388459324515	2.19530372230219	23076
KIF18A	1.04251116597436	6.24832165041156	4.25153587461278	2.84997889466995e-05	0.0008388459324515	2.19420810231446	81930
AKR7A3	-0.625589212675617	9.61977409039796	-4.24676753657118	2.90771104657463e-05	0.000853910908474923	2.17569138771475	22977
DHRS7	-0.345129314813997	10.6721755561225	-4.24398574196761	2.94190559884932e-05	0.000860111865664964	2.16489740261722	51635
RIF1	0.454729416439026	7.49865291669727	4.24397654653807	2.94201926594504e-05	0.000860111865664964	2.16486173263097	55183
GPRC5A	-1.22794369962739	9.83384813043537	-4.24051211353643	2.98514389186126e-05	0.000870767141073356	2.15142770001384	9052
PLOD1	0.498629419405857	9.47575124542857	4.23907339276006	3.00322970185554e-05	0.000874087323269965	2.14585161424098	5351
TOX3	-1.55479232509958	7.65835578510204	-4.23835124981549	3.01234699200471e-05	0.000874788250083506	2.14305341572726	27324
PFN2	0.559907768298973	11.695456734415	4.23639066984416	3.03723347257753e-05	0.000880055272198633	2.13545857417036	5217
CCNB1IP1	0.436030159092963	9.70471811209184	4.23486835230783	3.05669221441572e-05	0.00088372970695713	2.12956359878591	57820
PPP1R14B	0.524984609989197	10.2330418887687	4.23267485997712	3.08493963483308e-05	0.000889923183597092	2.12107287255613	26472
PMPCA	0.321645655991023	9.60913283418368	4.23135696220913	3.1020310115535e-05	0.000892878197784681	2.11597332586169	23203
LBR	0.686060731035907	9.83682660941837	4.2260678774869	3.17153751251292e-05	0.000910873956512246	2.09552154093588	3930
TEX30	0.392676857599771	8.52474236377211	4.22518034794702	3.18334574754642e-05	0.000911075045525518	2.09209186100832	93081
HOMER3	0.375395260682312	9.25479788297619	4.22496536723712	3.18621229204415e-05	0.000911075045525518	2.09126120679048	9454
CDK5RAP2	0.624031977846177	8.02629394313606	4.22380672216942	3.20170411153499e-05	0.000913501529765969	2.08678501279441	55755
CALU	0.429551140655306	10.9160377848572	4.2217724997937	3.22907710568603e-05	0.000919299920983408	2.07892882143405	813
NT5DC2	0.720761546516622	8.91606732192857	4.2200416048857	3.25254428171096e-05	0.000921309453456156	2.07224671450885	64943
FZD7	0.866345309290604	9.20615032728913	4.21978591042267	3.25602471786331e-05	0.000921309453456156	2.07125981295806	8324
VAMP4	-0.265188520292126	9.1337778682313	-4.2196325843836	3.25811345102417e-05	0.000921309453456156	2.07066804717918	8674
WWTR1	0.724713260009661	9.33044160781973	4.21875366181027	3.27011156499824e-05	0.000921309453456156	2.06727618920057	25937
SEMA3F	-0.469375389464206	10.9485921128878	-4.21865473406413	3.27146465948463e-05	0.000921309453456156	2.06689445529901	6405
CST3	-0.747298062343324	11.1780322518401	-4.21665224671246	3.29896908887986e-05	0.000927052973058288	2.05916912769404	1471
RAB31	-0.566390951687333	11.0317788718163	-4.21412576861844	3.33398568420454e-05	0.000933087586168508	2.04942693408359	11031
MAD2L1	0.663227820739596	8.90034282917687	4.21407048576151	3.33475584902619e-05	0.000933087586168508	2.04921381896435	4085
RNASEH1	0.313416606903081	9.58867116378572	4.20853683328252	3.41271246746972e-05	0.00095285562876526	2.02789411000223	246243
SALL2	-0.41047628429418	9.5591079282551	-4.20486898942027	3.46533949302231e-05	0.000965482086528161	2.01377650695007	6297
CTNND2	-0.607024203939977	7.5296253232415	-4.20351854082286	3.48491043302199e-05	0.000968864544481315	2.00858134264862	1501
CYB561D2	-0.330537821466185	9.48427854060204	-4.20241841498671	3.5009315854026e-05	0.000971247807277967	2.00435025763115	11068
PLAGL1	0.71038573796607	8.47718278598639	4.19694654943417	3.58166843064435e-05	0.000991536617137404	1.98331999688787	5325
MANBA	-0.329655552364092	9.35818763744217	-4.19619647330342	3.59287325124479e-05	0.000992531235656372	1.98043908369968	4126
DNMT1	0.388573256080563	9.99935602109864	4.19436767138658	3.62033272400236e-05	0.000996658243558405	1.97341687829799	1786
BBS1	-0.331783995271206	9.74307806605442	-4.19418410633275	3.62309998808715e-05	0.000996658243558405	1.97271217746537	582
RFC2	0.360545882388284	9.01247987944217	4.19149704908364	3.66383943853073e-05	0.00100310165998451	1.9623997645809	5982
KIF20A	0.817135091434537	8.79450738360885	4.19115066161424	3.66912284242321e-05	0.00100310165998451	1.96107082073101	10112
ERBB3	-0.517790875376493	10.9862699489524	-4.19111922718115	3.6696026674792e-05	0.00100310165998451	1.960950224764	2065
MCM7	0.484603609014986	10.2432562625986	4.18921799352292	3.69873528591356e-05	0.00100894998730182	1.95365776401395	4176
TOPBP1	0.320964629517763	9.58327258758163	4.18771115722728	3.7219811830171e-05	0.00101317145397411	1.94788015062465	11073
TOP2A	0.844364816209508	9.55013262329252	4.18633090466997	3.7433965509373e-05	0.00101687807557649	1.94258950613299	7153
ADCY1	-0.865991315411486	8.53792285234015	-4.18336361791121	3.78983436204405e-05	0.00102735239598113	1.93122082529221	107
LDHB	0.879893324464815	12.4352841252041	4.18082182102204	3.83004986172758e-05	0.00103448122268392	1.92148801041327	3945
CSTB	0.465962483956637	12.6700769619388	4.18069923579821	3.8319996208017e-05	0.00103448122268392	1.92101875062325	1476
PAX6	0.818061853619018	5.89322951493878	4.18011188886024	3.8413547158879e-05	0.00103486413513352	1.91877053840676	5080
MAFF	0.644360265391175	8.81294670190816	4.17956011765086	3.85016301660632e-05	0.0010350984654336	1.91665875546273	23764
MTMR2	0.426384611581589	8.72838725211565	4.17678525837727	3.89475288380383e-05	0.00104493174592424	1.90604233124373	8898
NDUFAF4	0.424905231605249	8.88632267531633	4.17628705728938	3.90281058163462e-05	0.00104494347379741	1.90413690814563	29078
NUSAP1	0.52786184842731	10.2448884367857	4.17435133356777	3.93426936043813e-05	0.00105120774981051	1.8967354357264	51203
PSIP1	0.529009509856219	9.66343218568707	4.17132829572035	3.98388315446898e-05	0.00106228737118857	1.88518256200371	11168
RTN2	-0.506648765215975	9.07491372970068	-4.16828363468635	4.03445468915837e-05	0.00107357662636604	1.87355454134782	6253
PEDS1-UBE2V1	-0.33622155907539	11.1069924995646	-4.16732567646958	4.05049251086781e-05	0.00107564912116508	1.86989750869729	387522
FAM174B	-0.709392926194522	8.76837666593537	-4.16683059038936	4.05880489415455e-05	0.00107566579298539	1.86800779524851	400451
AHNAK	-0.527758264105895	11.3260692646395	-4.16472418401263	4.09435319303561e-05	0.00108288582726149	1.8599699924557	79026
SPOP	-0.268435837261544	10.1346903628946	-4.1630727099117	4.12243138540845e-05	0.00108810491567491	1.85367067556015	8405
SMC2	0.543770722786686	8.4438798852279	4.16145636722492	4.15009002655156e-05	0.00109295177440465	1.84750750507281	10592
NCAPH	0.826557395278584	6.5311827137449	4.1610216665549	4.15755870929295e-05	0.00109295177440465	1.84585033810631	23397
CENPN	0.671849144494712	7.22351108780612	4.15954121103795	4.18309100103392e-05	0.00109745117831954	1.84020769227882	55839
VWA8	-0.309852397911449	9.64928818101361	-4.14944685721936	4.36120797553545e-05	0.00114188334925716	1.80178123631712	23078
PRKAG1	-0.326964977204716	9.90782267880952	-4.14890113553629	4.37104052475077e-05	0.0011421642765977	1.79970617995422	5571
NEK9	-0.338793483788969	9.46878882808164	-4.14822848094754	4.38318917058863e-05	0.0011430480719061	1.7971488057721	91754
PLAT	-0.987028765890984	9.28755146795579	-4.14560681656542	4.4308463195301e-05	0.0011531697636797	1.78718497405575	5327
HSPB1	-0.861650677915709	12.262502842102	-4.14258071210861	4.4864696034108e-05	0.0011638737005038	1.77569098072925	3315
KCNK5	0.640200540151312	7.97244258276531	4.1423992337183	4.48982645412541e-05	0.0011638737005038	1.77500191143371	8645
TBC1D30	-0.572109540641384	7.68577840718707	-4.13777981626795	4.57608347425461e-05	0.00118330646439432	1.75747110220875	23329
SCRG1	0.829664780456142	9.02745352977551	4.13741610177149	4.58294167128716e-05	0.00118330646439432	1.75609153295101	11341
CCPG1	-0.403467479739901	9.28676961932993	-4.13440410069204	4.64011362612895e-05	0.00119570042630623	1.74467114523803	9236
ODC1	0.598060884114111	10.5621365339796	4.13327937733481	4.66163622816686e-05	0.00119887721457727	1.74040850448775	4953
COX16	-0.336248057650361	8.83988008679592	-4.13203318776071	4.68559429764605e-05	0.00120266661509856	1.73568671491664	51241
EFNA4	0.676471339627843	8.59954876476871	4.13155174429994	4.69488146378814e-05	0.00120268289599869	1.73386287270948	1945
GTPBP4	0.421164764083301	9.84917604489456	4.12706636550155	4.78225270524462e-05	0.00122266260830754	1.71688006826675	23560
IDS	-0.435739493787067	9.67554196792857	-4.12503882048592	4.82225400115225e-05	0.00123047690647797	1.70920863109827	3423
BID	0.437254549214606	9.20298325165306	4.12437587043021	4.83540231850833e-05	0.00123142208654356	1.70670101329189	637
RNASE4	-0.655591287508253	9.20556140118368	-4.12205114557728	4.88177912121318e-05	0.00124002283971315	1.69791053607834	6038
CEACAM1	0.628002168804716	9.00327891761224	4.12137081470028	4.89543125879424e-05	0.00124002283971315	1.69533883454429	634
CEL	0.875635520736857	4.81975993955102	4.12125767948007	4.89770505753717e-05	0.00124002283971315	1.69491121150462	1056
EIF4G1	0.366641837449905	10.4147635982279	4.1204293305142	4.9143839485938e-05	0.00124183434700997	1.69178057559349	1981
DAPK1	0.482326369506884	9.5420332552585	4.11990005369701	4.92506931194441e-05	0.00124212724871263	1.68978053605341	1612
SRPK1	0.381010112848916	10.298034448051	4.11601775437612	5.00412693947932e-05	0.00125841352640496	1.67511701630644	6732
UBAP2	0.333065493949943	10.4109579367415	4.11578294083104	5.00894716009029e-05	0.00125841352640496	1.67423051469457	55833
KRT16	1.64136126980928	5.49510161472449	4.1123650615522	5.07961163450674e-05	0.00127371261735257	1.66133193419407	3868
GATAD2A	0.357729134896691	9.90964278313945	4.11123407411885	5.10320312445964e-05	0.00127717208329807	1.65706584755926	54815
BRPF1	0.370923647654697	8.64667469435715	4.10830462447407	5.16479533429848e-05	0.00128814725865225	1.64602080495795	7862
DLGAP5	0.658375418794294	8.33484693696259	4.10741546159612	5.18362978823492e-05	0.00128814725865225	1.6426697357769	9787
ZNF263	-0.243044834262913	9.5324085719728	-4.10732314831869	5.18558893365925e-05	0.00128814725865225	1.64232186324127	10127
MTCH2	0.256201178346139	10.8567048426122	4.10727677176954	5.18657343962291e-05	0.00128814725865225	1.64214710088643	23788
SLC48A1	-0.272273032090757	9.15880537388096	-4.10555758798967	5.22319506479636e-05	0.00129340412606291	1.63566987836396	55652
ECT2	0.563338903920121	8.51790481608843	4.10500397503299	5.23504032106494e-05	0.00129340412606291	1.63358459080539	1894
THSD4	-0.657338275024571	7.63400823070748	-4.10483709318802	5.23861598695256e-05	0.00129340412606291	1.6329560478942	79875
REEP5	-0.452987942204944	11.482032545483	-4.10442676941584	5.24741761398326e-05	0.00129340412606291	1.6314107031299	7905
TPGS2	0.355432941493115	9.99579877837074	4.10240245969877	5.29104648854615e-05	0.00130169726724817	1.6237888392235	25941
STK38	0.430822375810041	10.0216448612755	4.09557554915743	5.44074448061401e-05	0.00133347166038146	1.59810902401744	11329
NKAIN1	-0.782054936678584	7.97279638912925	-4.09536058966608	5.4455229092233e-05	0.00133347166038146	1.59730105903379	79570
PCNA	0.451851170023811	10.5355057267993	4.09511975998718	5.45088116407176e-05	0.00133347166038146	1.59639590095262	5111
TCF7L1	0.533307935068999	9.51249844742178	4.09314428029344	5.49502378910163e-05	0.00134175309337259	1.58897284914829	83439
MDK	0.803859565174895	9.71178644346939	4.09178094241659	5.5256862265576e-05	0.00134432470044177	1.58385183560243	4192
MCAM	0.446366591456067	9.73154189272789	4.09175924095113	5.52617562264584e-05	0.00134432470044177	1.58377033212695	4162
SLC16A6	-1.07533244748802	7.57012142029933	-4.08949182156592	5.57753690414893e-05	0.00135429243376532	1.57525677863028	9120
CYP2B7P	-1.18845504973906	8.07230816697279	-4.08835191804019	5.60352921129085e-05	0.00135807467260263	1.57097833109024	1556
PJA2	-0.370636299411867	9.77458032307823	-4.08766773363673	5.61918545889474e-05	0.00135934247121574	1.56841086265433	9867
TMEM121	-0.885494060582274	6.53180617104762	-4.08704352972173	5.63350549018433e-05	0.00135960199598738	1.566068810254	80757
ARRB1	-0.374242806832027	9.77043295260884	-4.08671255058945	5.64111266070384e-05	0.00135960199598738	1.56482708478066	408
TAF1D	0.524176096402358	10.102726434432	4.08412405087416	5.70094454582097e-05	0.00137148737883689	1.55511896599223	79101
SLC1A4	-0.487100503419551	9.91373863667348	-4.08187705468382	5.75337212013739e-05	0.00138155099584662	1.54669608683265	6509
SIRT5	0.2797488277717	8.6796118962619	4.08079821862699	5.7787066134838e-05	0.0013850837414194	1.54265352869955	23408
MINDY1	-0.403758826368124	10.219108092119	-4.07732345695084	5.86102882927175e-05	0.00140026374037181	1.52963954716403	55793
TRIP13	0.500717898860403	9.57133378036735	4.07665050439305	5.87710056160715e-05	0.00140026374037181	1.52712028679828	9319
GALNT3	0.977069452637808	9.03881043570068	4.07636453902547	5.88394279738395e-05	0.00140026374037181	1.5260498609557	2591
THBS1	-0.644479446241003	9.68477247304082	-4.07632058105746	5.88499524291551e-05	0.00140026374037181	1.52588532337351	7057
CASP8AP2	0.409628123937238	8.23433332368367	4.07543433933146	5.90625197997464e-05	0.00140256017757356	1.52256839885977	9994
NARF	0.48369849141628	9.04732209284014	4.07502228976553	5.91615996368939e-05	0.00140256017757356	1.52102644533806	26502
SORD	-0.654484822685431	10.2586470740612	-4.07131735284513	6.00596083448663e-05	0.0014201224416377	1.50716823001761	6652
SLC49A3	-0.91506747581316	6.00348857838096	-4.07106917659438	6.01202230066732e-05	0.0014201224416377	1.50624033457887	84179
TNS2	-0.476359725221453	8.5616649407483	-4.0698305762394	6.04236105841108e-05	0.00142470788138557	1.50161013823533	23371
RBM28	0.349881193350019	9.16944578937414	4.06770273781398	6.09482159635174e-05	0.00143318707454441	1.49365867765336	55131
PAPSS1	0.431334519885507	11.4069048775204	4.06729313601235	6.1049696975167e-05	0.00143318707454441	1.49212847302239	9061
S100A1	0.956159476457359	8.27879120795238	4.06653973484948	6.12367761106657e-05	0.00143318707454441	1.48931424914217	6271
HSD17B4	-0.465472930607835	10.5136413913673	-4.0660866019667	6.13495573836871e-05	0.00143318707454441	1.48762185871154	3295
TFG	0.293482639360213	11.6995400671225	4.06565874141874	6.14562299719803e-05	0.00143318707454441	1.4860240112269	10342
EIF4EBP3	-0.353673200106048	8.99079583032654	-4.06565308956925	6.14576402503219e-05	0.00143318707454441	1.48600290536716	8637
SRSF6	-0.269462028260936	11.1158126106054	-4.06468329299836	6.17000853676259e-05	0.00143318707454441	1.48238175382726	6431
SNRPN	-0.487621401501483	11.4381808439626	-4.06415949971186	6.18314097505617e-05	0.00143318707454441	1.48042626689665	6638
TNPO2	0.320975094328642	9.99412275867347	4.06396288722082	6.18807726526746e-05	0.00143318707454441	1.47969230787576	30000
SF3B5	0.34003828462518	11.1623687287687	4.06395649677888	6.18823777105992e-05	0.00143318707454441	1.47966845273746	83443
U2SURP	0.325086139802358	10.4161455696599	4.06182361072002	6.24203036655216e-05	0.00144308216222471	1.47170838305727	23350
RTN1	-0.756269337987295	8.1425968982551	-4.06058455494687	6.27348405523518e-05	0.00144778687780905	1.46708585561928	6252
BECN1	-0.324345885740737	10.3886885042721	-4.05809046750304	6.33725484737426e-05	0.00145991989319634	1.45778500974988	8678
BBS4	-0.399249748401369	8.5644235977279	-4.0556345325051	6.40065245677181e-05	0.00147192429248408	1.44863141596353	585
IDH2	0.578878280615519	11.0582803824456	4.05447505122018	6.43079259617685e-05	0.00147625184263292	1.44431159222455	3418
NDC80	1.12646817442419	7.11028917280272	4.05314154426529	6.46562337940033e-05	0.00148163907282954	1.43934477044324	10403
CCNI	-0.303632044665652	12.7543317939116	-4.05165277322732	6.50472161802117e-05	0.00148798359960312	1.43380136760026	10983
ARFGEF1	-0.388089832115557	10.2790337508469	-4.05000750222956	6.54819145715289e-05	0.00149530417530327	1.42767735249641	10565
PTPN2	0.323280962475998	9.98696366974491	4.04931162912259	6.56666020821774e-05	0.00149690004291873	1.42508784615821	5771
ESPL1	0.39672089479224	9.04268640014966	4.03998307075381	6.81907778989011e-05	0.00155172696862787	1.39041241267373	9700
RETREG3	-0.270397765764397	10.7106959396837	-4.03775489672329	6.88071997323998e-05	0.00156201905648007	1.38214056053374	162427
ATP6AP1	-0.344515318835907	11.412728844483	-4.03748344922729	6.88826564518781e-05	0.00156201905648007	1.38113311958595	537
TRAF5	-0.480746853700114	9.74224005831292	-4.03622355645334	6.92339116237104e-05	0.0015672586348291	1.37645798767978	7188
SLC4A8	-0.99280859686877	5.568011364	-4.03362163773846	6.9964718804077e-05	0.00158105713775799	1.36680706940798	9498
POLR2F	0.416992212055991	9.58847904617007	4.03268893884778	7.02284696054469e-05	0.00158242497197776	1.36334889720139	5435
RAB23	0.803748344223126	6.57935805607143	4.03254954145852	7.02679698424052e-05	0.00158242497197776	1.36283211411913	51715
EFCAB14	-0.233802345154812	11.4328664831973	-4.03030497835014	7.09069146623591e-05	0.00159406079359052	1.35451311840563	9813
GGH	0.702933108541802	9.65120498442857	4.02956340679201	7.11192241481968e-05	0.00159608186517786	1.35176554956533	8836
SMAP1	0.35612177616143	9.50743072642176	4.02794023324009	7.15860445772269e-05	0.00160379799869839	1.34575316516915	60682
EEF1A2	-1.15299296328665	8.45371014700341	-4.0261919415681	7.20921067428558e-05	0.00161099558147983	1.33927975025907	1917
GASK1B	-0.993747719807759	7.10593172454762	-4.02597749199409	7.21544151840032e-05	0.00161099558147983	1.33848587866342	51313
TSC22D3	-0.517238467500646	11.3081339621769	-4.0236686030343	7.28285151072454e-05	0.00162326668116816	1.3299409859683	1831
YARS1	0.309305953637809	10.5624325926905	4.02066578119672	7.37141742155223e-05	0.00164020327234846	1.31883448649905	8565
PGAP3	-0.28000127498197	10.1064497210476	-4.01904479173354	7.41965179294323e-05	0.00164812333438138	1.31284203022356	93210
C1GALT1	0.48143266751685	7.94344173317346	4.01712032289756	7.47730605944497e-05	0.00165810533518883	1.30573047642435	56913
MCCC1	0.463187142223354	9.48632145570748	4.01586396949721	7.5151740249358e-05	0.00166367324467127	1.30108947301692	56922
CBR4	-0.41618109058235	8.82969913856802	-4.01407555355092	7.56939351145651e-05	0.00167283596603189	1.294485252766	84869
ABLIM3	-1.06074579215512	6.70463984937756	-4.00731102624077	7.77785548682288e-05	0.00171599759209278	1.26952913592895	22885
SEPHS1	0.32375497501803	10.0827976928367	4.00500403627652	7.85018900939434e-05	0.00172903065022792	1.26102664513139	22929
IFRD1	0.47616665400289	8.90875116785034	4.00372639758044	7.89052273518799e-05	0.00173498357409977	1.25631974653123	3475
IGFBP6	-0.659691619630809	7.85548112393536	-4.00318536864083	7.90766173415986e-05	0.001735080167572	1.25432696757503	3489
ZBED4	0.535567592011715	7.64458601638095	4.00287292064579	7.91757573207564e-05	0.001735080167572	1.25317623343846	9889
NME3	-0.690316670930619	9.75491050898979	-4.00202042626559	7.94468554581432e-05	0.00173809991328646	1.25003693725495	4832
AGTR1	-0.878652623208748	8.57451890031633	-4.00040976838663	7.99614630110432e-05	0.00174568480480796	1.24410734815811	185
CRAT	-0.774056115426093	8.82517062502041	-4.00009837881519	8.00613170699563e-05	0.00174568480480796	1.24296122283845	1384
SEC14L2	-0.681692503505439	7.62040631914626	-3.9978740358164	8.07780559975833e-05	0.00175837240760015	1.23477644819792	23541
CCT6A	0.439563890204564	10.6793909286361	3.99715446805016	8.10112207661849e-05	0.00176050884595047	1.23212957140022	908
H4C3	0.416348298020312	11.3098158628061	3.99565460835633	8.14992839767977e-05	0.0017681683257462	1.22661381786883	8364
BCL2	-0.634911413185773	9.67558896694218	-3.99411883072671	8.20019288201305e-05	0.00177611818917887	1.22096789371935	596
NUDT4	-0.4411075678496	10.2089720510306	-3.9935275430784	8.21962354628261e-05	0.00177737431873929	1.21879468166676	11163
MUC16	1.17340459578539	5.87345595097619	3.99300345034102	8.23688263379368e-05	0.00177815749440457	1.21686867758458	94025
STUB1	-0.282832787717535	11.0168870698197	-3.99162189988012	8.28254410392593e-05	0.00178505938134033	1.21179265987825	10273
HACD1	0.977142039993609	7.17990306666667	3.98830072822304	8.39329753885634e-05	0.00180594400345128	1.19959661950164	9200
GBP1	0.962093841277139	10.3723127393129	3.98688177562293	8.44104396193735e-05	0.0018132252424992	1.1943886960547	2633
GAMT	-1.14563663575823	7.20892917663265	-3.98234516185461	8.59543356264904e-05	0.00184335293130561	1.17774927362669	2593
SSB	0.273490348202662	9.90922241882994	3.9807485997111	8.65040275138926e-05	0.00185209526232126	1.17189742499079	6741
INHBC	0.364310411665652	8.95329521727551	3.9794884403929	8.69402524711065e-05	0.00185838352782091	1.16728007006994	3626
CA9	0.582983350713959	8.26769867892858	3.97895541742412	8.71253951332782e-05	0.00185929300678038	1.16532741218009	768
VEGFA	0.668004239571319	10.5676529047585	3.9759484325729	8.8176888701181e-05	0.00187865760093905	1.15431611376612	7422
SOSTDC1	1.37245033530232	6.41566805414626	3.974298272721	8.87590320003398e-05	0.00188797555995503	1.14827654889813	25928
MARCHF6	-0.367678620336934	10.6086779886769	-3.97156111722357	8.97326998178711e-05	0.00190557764320069	1.13826354275434	10299
MCM10	0.90861496911898	7.54201119935715	3.9695468989149	9.0455670316528e-05	0.00191780729310115	1.13089911577169	55388
VGLL4	0.352213501219855	10.1817998764388	3.96788988134347	9.10545719905502e-05	0.00192737104575452	1.12484320172566	9686
BHLHE40	-0.530228968549029	11.1985976881054	-3.96720916070212	9.13016964870454e-05	0.00192886968471773	1.12235602328998	8553
PGR	-1.26867521602579	5.3679149070034	-3.96688051525441	9.14212336188019e-05	0.00192886968471773	1.12115537400624	5241
NRIP1	-0.685597354515405	10.0109380807449	-3.96614889333322	9.16878778033369e-05	0.00193137033712069	1.11848283980118	8204
RAB11FIP1	-0.675570708337238	9.67133180556803	-3.96451669222293	9.22854068929404e-05	0.00194082164593073	1.11252218037537	80223
CCNL1	0.324080736442449	10.2171342748299	3.96239429600404	9.30679202918466e-05	0.00195274134625024	1.10477465712412	57018
PLSCR1	0.583165982414301	10.5778653490952	3.96216804573272	9.3151707751181e-05	0.00195274134625024	1.10394898000795	5359
CST4	-0.629778010119817	8.18246591752721	-3.95921812652031	9.42507274604302e-05	0.00197260872448884	1.09318741867092	1472
TXNDC15	-0.292551781944618	10.0514931379456	-3.95735718519397	9.49503571124754e-05	0.00198406683716277	1.08640223746437	79770
UCHL3	0.453409507178927	9.68071037441157	3.95505550903335	9.58225023186442e-05	0.00199907045315219	1.07801404655852	7347
IRAK1	0.443565633261316	11.6639442963265	3.95465508023934	9.59750060336891e-05	0.00199907045315219	1.07655517704172	3654
CREB3L2	0.440270359697071	10.6728783883674	3.95046461553316	9.75848277885334e-05	0.00202935976002343	1.061296132414	64764
AQR	-0.219757691776797	9.7827698759796	-3.94852090047346	9.83401996796672e-05	0.00203942630835178	1.05422326442318	9716
CENPF	0.601319319189806	9.64373787372789	3.94841449150246	9.83817123976737e-05	0.00203942630835178	1.05383614930535	1063
MYBL2	0.877517217012323	8.03468087554082	3.94695720899158	9.89519094457704e-05	0.0020470293007311	1.04853550657436	4605
QDPR	-0.664851463655838	10.1014426895442	-3.94667557734783	9.90624655848858e-05	0.0020470293007311	1.04751131673881	5860
SNED1	-0.509158688668619	8.09588661937755	-3.94573976492257	9.94306665288269e-05	0.00205138680517306	1.0441085846558	25992
C14orf132	-0.602332735051883	8.43719589547959	-3.94510600669309	9.96807595128941e-05	0.00205329355692729	1.04180457067938	56967
TAP1	0.640974163257816	10.3167624212517	3.94439661625236	9.99614062936948e-05	0.00205329355692729	1.03922599111797	6890
EPCAM	0.523190176313427	11.8588927013061	3.9443105501148	9.99955064536258e-05	0.00205329355692729	1.03891317562822	4072
AP1G2	-0.446776578653404	9.02026411543878	-3.94238019881002	0.000100763234640389	0.00206580474288685	1.03189874011083	8906
FAT1	0.745620167450437	10.027012423551	3.94142129075735	0.000101146681742086	0.00207041064872066	1.02841544213439	2195
BAG3	-0.36122154337771	10.1793263446735	-3.93987675324891	0.000101767221817265	0.00207984765717134	1.02280640373453	9531
MLXIP	0.351941771749182	9.39186452492857	3.93754621989697	0.000102710387293798	0.0020946842570353	1.01434672842704	22877
NECAB3	-0.300139293361202	9.36696760360884	-3.93716923390896	0.000102863730277512	0.0020946842570353	1.01297871721601	63941
SLC1A1	-0.915400080305895	8.85458580279932	-3.93689571843518	0.000102975121463274	0.0020946842570353	1.01198625458338	6505
PAX2	-0.713553152762951	7.18309619704423	-3.93577131711861	0.000103434245364717	0.00210074630110677	1.00790696598052	5076
MALL	0.839655524944237	7.73641271009524	3.93471902283492	0.000103865684406575	0.00210622808550129	1.00409022617747	7851
MED13L	-0.364270748354659	10.3088140779116	-3.93423474987863	0.000104064808617729	0.00210698919187355	1.00233404434557	23389
FANCG	0.614054143214149	8.86746378946939	3.93354651612999	0.000104348420849246	0.00210945590612918	0.99983854671716	2189
PCID2	0.332667680559604	9.55318005082312	3.92916966560365	0.000106169293351114	0.00214294336842907	0.983977496361992	55795
WARS1	0.479870011446177	10.6063422497891	3.92859217916247	0.000106411779533375	0.00214451807316178	0.981885955459629	7453
CRYAB	0.935132170663141	9.82378268136395	3.92701673569969	0.000107075981099811	0.00215457363821055	0.976181416133278	1410
TESMIN	-0.511521746371852	8.11112939435375	-3.92587234718318	0.000107560914597203	0.00215876420250659	0.972038975841414	9633
FRY	-0.642697556092278	8.0509396085068	-3.92559557307294	0.000107678509730108	0.00215876420250659	0.971037275844816	10129
SREK1	-0.290401724845264	9.98944365703061	-3.92535475734326	0.000107780926131742	0.00215876420250659	0.970165767883294	140890
CDC45	0.96661911890346	5.87167623326531	3.92295524780725	0.000108806470849191	0.00217415088747758	0.961484606132396	8318
LMNA	0.38026641998022	11.1349512867755	3.92277792640981	0.000108882623630866	0.00217415088747758	0.960843265908614	4000
CACNA2D2	-0.65709747105812	8.00895994857483	-3.9218232077251	0.000109293508292043	0.00217901843214059	0.957390664119556	9254
KRT23	1.10675381934705	9.49593126360204	3.92047811449133	0.000109874895015697	0.00218726527650332	0.952527609787833	25984
BTG2	-0.460248001094788	10.3994016795816	-3.91573582462809	0.000111948126351274	0.0022251396638632	0.935394271441404	7832
